title,sold_price_usd,ended_at,condition,keyword,item_id
Maui Mallard In Cold Shadow Super Nintendo SNES Complete In Box With Manual,169.99,2026-09-13,Pre-Owned,nintendo super nintendo game complete in box,278094246754
"Suzuka 8 Hours (Super Nintendo SNES, 1994) Complete In Box CIB",41.99,2026-09-05,Pre-Owned,nintendo super nintendo game complete in box,398324624291
Super Nintendo SNES Super Turrican - Complete in Box,142.98,2026-09-13,Pre-Owned,nintendo super nintendo game complete in box,116406517119
Paperboy 2 SNES Complete In Box CIB Super Nintendo Authentic Tested Manual Box,39.99,2026-09-13,Pre-Owned,nintendo super nintendo game complete in box,257674801477
Sonic Blast Man 2 (Super Nintendo SNES) - CIB Complete in box; Near mint!!,1346.00,2026-09-13,Pre-Owned,nintendo super nintendo game complete in box,168669107381
Air Strike Patrol A.S.P Super Nintendo Game Complete in Box W/ Manual CIB SNES,99.99,2026-09-11,Pre-Owned,nintendo super nintendo game complete in box,206495738500
U.N. Squadron (Super Nintendo SNES) - CIB Complete in box; Nice condition!,85.90,2026-09-13,Pre-Owned,nintendo super nintendo game complete in box,168669104967
"Super Mario World 2 Yoshi's Island (Super Nintendo, 1995) SNES Complete in Box",142.98,2026-09-11,Pre-Owned,nintendo super nintendo game complete in box,336647533086
Earthworm Jim 2 Super Nintendo SNES complete in box,129.00,2026-09-10,Pre-Owned,nintendo super nintendo game complete in box,147561779980
Mega Man X (Super Nintendo SNES) Complete In Box/Cib - Cart + Manual,147.99,2026-09-10,Pre-Owned,nintendo super nintendo game complete in box,226381888245
Illusion of Gaia Super Nintendo SNES Complete In Box CIB With Map,139.99,2026-09-08,Pre-Owned,nintendo super nintendo game complete in box,398288893323
Mega Man X SNES CIB / Complete in Box / WATA 9.0 / Super Nintendo / 9.6 Cart,899.00,2026-09-11,New (Other),nintendo super nintendo game complete in box,315292109467
Street Fighter II Super Nintendo SNES Complete In Box CIB Tested Working,40.00,2026-09-11,Pre-Owned,nintendo super nintendo game complete in box,127633275103
Final Fantasy Mystic Quest Super Nintendo SNES Complete In Box CIB With Map,78.98,2026-09-10,Pre-Owned,nintendo super nintendo game complete in box,125293003144
Mega Man X Super Nintendo SNES - Complete In Box CIB,178.73,2026-09-10,Pre-Owned,nintendo super nintendo game complete in box,267599282699
Super Mario All-Stars (Super Nintendo SNES) Complete In Box CIB - Open Seal,79.95,2026-09-09,Pre-Owned,nintendo super nintendo game complete in box,257400142673
"Super Mario Kart (Super Nintendo SNES, 1992) Complete in Box CIB, Authentic",133.99,2026-09-09,Pre-Owned,nintendo super nintendo game complete in box,267702415068
SUPER NINTENDO DOOM SNES COMPLETE IN BOX,199.99,2026-09-12,Pre-Owned,nintendo super nintendo game complete in box,397170742361
